Divisao;Unidade;Código Cliente;Projeto Financeiro
K97X;Q1815;193893;45194
K97X;Q1816;194011;45340
K97X;Q1817;194011;45339
K97X;Q1823;194245;45509
K97X;Q1835;299013;45695
K97X;Q1920;223690;67894
K97X;Q2001;223143;159030
K97X;Q2009;194321;45646
K97X;Q2010;255645;46292
K97X;Q2013;194321;45643
K97X;Q2023;194192;45998
K97X;Q2024;197424;47872
K97X;Q2102;196629;47435
K97X;Q2109;319834;113138
K97X;Q2112;319834;44554
K97X;Q2115;195199;46483
K97X;Q2118;195693;46891
M322;Q0206;351333;167847
M322;Q0207;334474;154934
M322;Q0208;251214;88554
M322;Q0211;251482;88788
M322;Q0214;250865;88260
M322;Q0215;250865;88258
M322;Q0304;251295;88628
M322;Q0305;251414;88728
M322;Q0306;344748;163338
M322;Q0307;294091;121507
M322;Q0309;251524;88830
M322;Q0310;305254;172870
M322;Q0314;251128;88472
M322;Q0317;346992;167353
M322;Q0318;252242;89451
M322;Q0325;253193;90452
M322;Q0401;253371;90626
M322;Q0402;347005;165140
M322;Q0403;327209;148778
M322;Q0409;252791;90063
M322;Q0410;348728;166349
M322;Q0415;297905;124474
M322;Q0416;344112;175124
M322;Q0417;251240;88575
M322;Q0420;251494;88799
M322;Q0425;252466;89680
M322;Q0426;252466;90033
M322;Q0427;250995;88362
M322;Q0428;251756;89011
M322;Q0429;252059;89272
M322;Q0503;408096;179819
M322;Q0506;251268;88602
M322;Q0507;252607;90178
M322;Q0508;252607;90137
M322;Q0510;253253;90500
M322;Q0513;344978;163509
M322;Q0514;344112;167145
M322;Q0515;253325;90574
M322;Q0517;254337;91448
M322;Q0518;251864;89085
M322;Q0519;344112;162814
M322;Q0523;345282;163735
M322;Q0525;343512;162252
M322;Q0529;349030;166547
M322;Q0536;250984;88354
M322;Q0537;272807;105472
M322;Q0539;338089;88442
M322;Q0542;251389;88706
M322;Q0604;250859;88251
M322;Q0605;251274;88608
M322;Q0607;296935;163508
M322;Q0610;250711;88135
M322;Q0612;343488;162232
M322;Q0613;250708;88132
M322;Q0615;254245;91388
M322;Q0616;254245;91387
M322;Q0620;356543;170969
M322;Q0625;250857;91847
M322;Q0626;251020;88385
M322;Q0629;251994;89205
M322;Q0630;193876;88309
M322;Q0635;315266;88655
M322;Q0636;315266;88946
M322;Q0706;286699;115861
M322;Q0707;324502;89196
M322;Q0709;343505;162247
M322;Q0712;251904;89116
M322;Q0713;334096;154597
M322;Q0715;251874;89091
M322;Q0716;252056;89729
M322;Q0718;343535;162268
M322;Q0720;252169;89396
M322;Q0722;250895;88279
M322;Q0725;193987;176206
M322;Q0736;251230;88566
M322;Q0737;250705;88130
M322;Q0739;251811;89050
M322;Q0740;352038;168089
M322;Q0806;255282;91955
M322;Q0809;302790;88348
M322;Q0812;43913;88549
M322;Q0813;43913;88552
M322;Q0814;251880;89098
M322;Q0817;198274;90529
M322;Q0818;252466;89681
M322;Q0819;252466;89683
M322;Q0830;251124;88469
M322;Q0831;251179;88520
M322;Q0833;251256;88591
M322;Q0902;351348;167846
M322;Q0903;251307;88640
M322;Q0904;265618;100072
M322;Q0905;351722;168095
M322;Q0907;194004;88875
M322;Q0909;251850;89331
M322;Q0910;251850;89075
M322;Q0911;251850;89077
M322;Q0914;344113;162815
M322;Q0915;389951;163467
M322;Q0918;253370;90625
M322;Q0919;251178;88519
M322;Q0920;251129;88473
M322;Q0925;251605;88884
M322;Q0926;250924;88304
M322;Q0933;255318;91991
M322;Q1001;349458;166765
M322;Q1002;251174;88517
M322;Q1004;347929;165789
M322;Q1006;350143;167112
M322;Q1012;52921;88367
M322;Q1013;250927;88306
M322;Q1014;251001;90059
M322;Q1015;251001;88369
M322;Q1026;252420;89626
M322;Q1028;251794;89040
M322;Q1029;358944;179820
M322;Q1030;251421;88735
M322;Q1103;251034;88567
M322;Q1104;253245;90494
M322;Q1111;344976;163507
M322;Q1119;349467;166763
M322;Q1120;345099;163594
M322;Q1124;250886;88273
M322;Q1125;250886;88275
M322;Q1130;270611;103724
M322;Q1132;344916;163464
M322;Q1133;251081;88434
M322;Q1303;251195;88532
M322;Q1304;350102;167097
M322;Q1306;351661;168330
M322;Q1309;354054;170240
M322;Q1310;344650;163268
M322;Q1312;251265;88597
M322;Q1313;251122;88467
M322;Q1314;345007;163523
M322;Q1317;251133;88476
M322;Q1319;251004;88372
M322;Q1320;251138;88479
M322;Q1321;251138;88480
M322;Q1322;251006;88373
M322;Q1323;348674;166302
M322;Q1324;251126;88471
M322;Q1325;251099;88451
M322;Q1326;251228;88565
M322;Q1401;345005;163522
M322;Q1402;318335;88505
M322;Q1403;344112;172606
M322;Q1405;251485;88792
M322;Q1406;293991;89455
M322;Q1408;251128;89836
M322;Q1409;251128;89841
M322;Q1410;339581;159096
M322;Q1411;253432;90845
M322;Q1412;350103;167113
M322;Q1416;252466;89690
M322;Q1417;252466;90038
M322;Q1418;251065;88422
M322;Q1421;251601;89666
M322;Q1423;252806;90068
M322;Q1424;339201;158730
M322;Q1428;250861;92357
M322;Q1429;251097;88446
M322;Q1430;251097;88448
M322;Q1502;352700;168938
M322;Q1503;252766;90025
M322;Q1509;343555;162283
M322;Q1511;252679;89919
M322;Q1512;252234;89447
M322;Q1513;251253;88587
M322;Q1516;253581;90805
M322;Q1518;350458;167292
M322;Q1519;251885;89843
M322;Q1520;251180;88521
M322;Q1521;251180;88530
M322;Q1522;51492;88592
M322;Q1524;344131;162832
M322;Q1525;344131;162825
M322;Q1526;343603;162324
M322;Q1527;343523;162258
M322;Q1528;252466;89691
M322;Q1529;252466;89695
M322;Q1603;251114;88462
M322;Q1605;348726;166348
M322;Q1606;60057;89380
M322;Q1607;251087;88439
M322;Q1610;344889;89253
M322;Q1611;251147;88489
M322;Q1613;343545;162276
M322;Q1618;252466;89693
M322;Q1619;252466;89696
M322;Q1621;356675;171037
M322;Q1622;356882;171236
M322;Q1623;350979;167659
M322;Q1624;346262;164482
M322;Q1625;348724;166873
M322;Q1626;350970;167657
M322;Q1627;251286;88619
M322;Q1630;324301;164622
M322;Q1705;310103;88880
M322;Q1708;356667;171039
M322;Q1709;251417;88731
M322;Q1710;195588;169083
M322;Q1711;345501;163895
M322;Q1712;349852;167010
M322;Q1716;264203;98854
M322;Q1721;344541;163183
M322;Q1723;344136;162829
M322;Q1808;344112;174438
M322;Q1810;339141;158673
M322;Q1812;343431;162186
M322;Q1816;254294;91421
M322;Q1818;343578;162300
M322;Q1819;343543;162275
M322;Q1820;296583;123451
M322;Q1821;350196;167147
M322;Q1826;338784;91423
M322;Q1828;255259;91942
M322;Q1905;343547;162277
M322;Q1906;251492;88797
M322;Q1909;345511;163906
M322;Q1911;251300;88633
M322;Q1915;355302;170478
M322;Q1917;355573;170588
M322;Q1918;355573;170582
M322;Q1920;350106;167095
M322;Q1921;350106;167094
M322;Q1923;350133;167111
M322;Q1925;282263;112320
M322;Q2007;348043;165873
M322;Q2010;250989;88358
M322;Q2012;344961;163495
M322;Q2013;251001;88371
M322;Q2018;327491;148990
M322;Q2020;251236;88572
M322;Q2023;363714;175381
M322;Q2024;251255;88590
M322;Q2026;251431;88744
M322;Q2027;252240;89450
M322;Q2028;251018;88384
M322;Q2101;251238;88574
M322;Q2102;253475;90718
M322;Q2103;346583;170926
M322;Q2107;251329;88657
M322;Q2108;297906;124917
M322;Q2109;348672;166301
M322;Q2111;255114;91836
M322;Q2112;251614;88890
M322;Q2113;358945;172724
M322;Q2115;255278;91953
M322;Q2118;285283;89271
M322;Q2123;318615;142886
M322;Q2201;295339;122489
M322;Q2202;251978;89183
M322;Q2206;344137;162830
M322;Q2214;194321;89009
M322;Q2217;193987;175317
M322;Q2221;403425;162274
M322;Q2304;345100;163595
M322;Q2305;252451;90636
M322;Q2306;252400;89606
M322;Q2308;250936;88312
M322;Q2309;254297;91426
M322;Q2310;254297;91424
M632;Q0101;252216;117616
M632;Q0102;350889;159177
M632;Q0103;339473;158996
M632;Q0106;356763;171078
M632;Q0109;304752;130147
M632;Q0112;289155;117784
M632;Q0114;348633;166272
M632;Q0202;288809;117516
M632;Q0204;304754;130149
M632;Q0207;345062;163565
M632;Q0208;344155;162842
M632;Q0209;354976;170327
M632;Q0213;288906;117598
M632;Q0214;289712;118216
M632;Q0216;289004;117673
M632;Q0217;352487;168745
M632;Q0218;307722;135554
M632;Q0219;307722;132656
M632;Q0220;356884;171150
M632;Q0221;343420;162182
M632;Q0222;289501;118065
M632;Q0301;351043;169087
M632;Q0304;323326;145613
M632;Q0305;344682;163304
M632;Q0307;412055;181180
M632;Q0308;350458;145490
M632;Q0309;319160;142166
M632;Q0310;319160;142167
M632;Q0311;345539;163928
M632;Q0313;288807;117515
M632;Q0315;357411;171369
M632;Q0316;346479;164616
M632;Q0317;345032;163538
M632;Q0318;345032;163537
M632;Q0320;319161;142188
M632;Q0321;319161;142189
M632;Q0322;320115;142970
M632;Q0324;344112;177143
M632;Q0325;346202;177200
M632;Q0326;320027;142889
M632;Q0327;320027;168097
M632;Q0330;289295;117901
M632;Q0402;353088;169225
M632;Q0403;358945;172725
M632;Q0404;358945;172894
M632;Q0405;355185;170459
M632;Q0407;311912;136097
M632;Q0408;320916;143630
M632;Q0409;320916;143636
M632;Q0411;356054;170747
M632;Q0413;326634;148296
M632;Q0414;346529;164659
M632;Q0415;346369;164544
M632;Q0416;324018;146206
M632;Q0418;352587;168865
M632;Q0502;339333;158850
M632;Q0503;360573;173778
M632;Q0504;349976;167021
M632;Q0507;348715;166341
M632;Q0512;348009;165839
M632;Q0516;289339;117939
M632;Q0517;288896;117589
M632;Q0518;346581;164699
M632;Q0603;347869;165746
M632;Q0604;193987;177466
M632;Q0609;193987;175319
M632;Q0610;307691;117942
M632;Q0611;288980;117659
M632;Q0614;290381;118751
M632;Q0615;304414;129858
M632;Q0618;358004;172116
M632;Q0622;356888;171135
M632;Q0623;356764;171082
M632;Q0624;288980;117654
M632;Q0701;300531;126653
M632;Q0702;346265;164484
M632;Q0704;288850;117545
M632;Q0705;426762;182664
M632;Q0707;288917;117606
M632;Q0708;344765;163743
M632;Q0709;344765;163350
M632;Q0712;383858;175496
M632;Q0713;348219;165992
M632;Q0715;351588;168098
M632;Q0716;316378;139891
M632;Q0718;288968;117647
M632;Q0719;346401;164565
M632;Q0721;304781;130169
M632;Q0722;304281;129763
M632;Q0724;359438;172923
M632;Q0803;315054;138776
M632;Q0805;346462;164606
M632;Q0807;323185;145492
M632;Q0812;359310;172886
M632;Q0817;349733;166933
M632;Q0821;362515;174571
M632;Q0822;387527;176229
M632;Q0823;358788;172553
M632;Q0825;304869;130245
M632;Q0903;346531;164661
M632;Q0904;357915;172245
M632;Q0905;324357;146502
M632;Q0909;423950;155341
M632;Q0911;313166;137166
M632;Q0915;343424;162184
M632;Q1001;348011;165841
M632;Q1002;307175;132216
M632;Q1003;353164;169217
M632;Q1004;353164;169245
M632;Q1012;305941;131161
M632;Q1013;407675;179567
M632;Q1102;344974;163506
M632;Q1103;345139;163636
M632;Q1104;344990;163515
M632;Q1105;344992;163516
M632;Q1106;345503;163896
M632;Q1201;339374;158891
M632;Q1205;297536;124209
M632;Q1206;339135;158664
M632;Q1207;361131;173963
M632;Q1210;193987;176593
M632;Q1211;361660;174192
M632;Q1212;351167;174291
M632;Q1213;288915;117605
M632;Q1214;351167;167857
M632;Q1302;288985;117657
M632;Q1303;288991;117663
M632;Q1304;289677;118185
M632;Q1305;290625;118953
M632;Q1307;252455;117573
M632;Q1309;345807;164147
M632;Q1312;350250;167256
M632;Q1313;352425;168748
M632;Q1401;288879;117575
M632;Q1403;354722;170175
M632;Q1404;354495;170052
M632;Q1405;348155;165947
M632;Q1408;355658;170683
M632;Q1409;355534;170594
M632;Q1410;346203;164421
M632;Q1411;288963;117644
M632;Q1412;348115;165924
M632;Q1413;348685;166312
M632;Q1414;348966;166498
M632;Q1416;351688;168094
M632;Q1422;208523;117666
M632;Q1423;208523;117734
M632;Q1424;289002;117672
M632;Q1425;288998;117669
M632;Q1426;339193;158723
M632;Q1428;428274;179897
M632;Q1501;300852;126891
M632;Q1504;305506;130813
M632;Q1510;363615;175016
M632;Q1512;288972;117649
M632;Q1514;289341;117940
M632;Q1517;349632;166885
M632;Q1519;304812;130195
M632;Q1521;301819;127753
M632;Q1522;289282;117890
M632;Q1523;349968;167022
M632;Q1524;292078;130131
M632;Q1526;304909;130290
M632;Q1529;351208;167778
M632;Q1603;352533;168866
M632;Q1606;359906;173231
M632;Q1607;426762;182663
M632;Q1608;289750;118244
M632;Q1611;193987;175318
M632;Q1612;345161;163660
M632;Q1616;328815;150109
M632;Q1619;296514;123406
M632;Q1620;391063;172541
M632;Q1621;347995;165831
M632;Q1622;344112;175320
M632;Q1623;348826;166403
M632;Q1629;359891;173234
M632;Q1708;289656;118168
M632;Q1709;289656;118173
M632;Q1710;358945;172729
M632;Q1713;361163;174171
M632;Q1714;347558;165526
M632;Q1715;251985;165262
M632;Q1716;350072;167089
M632;Q1719;314756;138504
M632;Q1721;307177;132217
M632;Q1722;352589;168809
M632;Q1805;251300;139536
M632;Q1806;334078;154584
M632;Q1807;251300;139538
M632;Q1808;346415;164575
M632;Q1809;307802;132706
M632;Q1810;307854;132741
M632;Q1812;353998;179818
M632;Q1817;350084;167096
M632;Q1819;293793;170861
M632;Q1820;346417;164576
M632;Q1902;344112;177147
M632;Q1904;360018;173206
M632;Q1905;358085;172273
M632;Q1906;352816;169035
M632;Q1907;346585;164703
M632;Q1910;307784;132690
M632;Q1911;345518;163912
M632;Q1914;334107;154603
M632;Q1915;357897;172103
M632;C0118;348724;166347
M632;C0119;224084;167608
M632;C0120;350896;167612
M632;C1112;195588;164621
M632;C1115;346583;164700
M632;C1116;346583;167602
K11X;140387;60974;39753
K11X;140400;83219;16984
K11X;140412;83219;16980
K11X;140425;83219;16971
K11X;140438;83219;16974
K11X;140450;86144;23808
K11X;140466;253169;90427
K11X;140527;83220;16979
K11X;140539;83220;16975
K11X;140552;83470;17171
K11X;140564;83259;17038
K11X;140577;83259;17039
K11X;140591;83335;17109
K11X;140609;83336;17102
K11X;140646;84039;18121
K11X;140660;84671;18769
K11X;140672;83280;17058
K11X;140684;83280;17061
K11X;140696;84080;18147
K11X;140708;189775;38761
K11X;140720;189775;42706
K11X;140732;189775;42707
K11X;140757;185424;39754
K11X;140769;163699;23811
K11X;141301;229863;17117
K11X;141317;83379;17129
K11X;141329;83680;17366
K11X;141341;87917;20965
K11X;141353;83330;17099
K11X;141365;83375;17126
K11X;141377;83537;17242
K11X;141389;23570;16969
K11X;141401;23570;16972
K11X;141413;84072;18140
K11X;141426;84072;18141
K11X;141497;53652;52365
K11X;141509;83347;17112
K11X;141521;23570;16968
K11X;141533;23570;16976
K11X;141545;83302;17079
K11X;141557;83302;17075
K11X;141569;83377;17128
K11X;141581;83297;17076
K11X;141593;83297;17071
K11X;141605;288822;74149
K11X;141621;84047;18128
K11X;142337;83289;17064
K11X;142416;83269;17051
K11X;142428;83066;16799
K11X;142440;83271;17050
K11X;142452;83271;17047
K11X;142464;83271;17049
K11X;142476;83345;17111
K11X;142488;84445;18574
K11X;142584;184049;38758
K11X;142596;84664;18765
K11X;142608;83341;17105
K11X;142625;232328;74096
K11X;142637;184051;38759
K11X;142650;177849;34119
K11X;142663;84669;18767
K11X;142675;83223;16985
K11X;142688;83223;16990
K11X;142700;177851;34120
K11X;142713;84034;18117
K11X;142726;83258;17037
K11X;142738;84453;18563
K11X;142751;257112;93263
K11X;142821;83267;17046
K11X;142834;83283;17059
K11X;142847;84436;18549
K11X;142860;85069;18901
K11X;142872;85069;18902
K11X;142885;83266;17045
K11X;142897;83266;17044
K11X;142910;83328;17097
K11X;142923;83295;17070
K11X;142935;83295;17073
K11X;142948;84077;18144
K11X;142964;83341;17106
K11X;143065;85764;19651
K11X;143077;85764;19652
K11X;143093;83306;17081
K11X;143105;84055;18135
K11X;143117;84036;18118
K11X;143129;84058;18137
K11X;143141;175959;32773
K11X;143153;83337;17104
K11X;143165;83317;17089
K11X;143177;83284;17060
K11X;143189;83361;17127
K11X;143201;83360;17120
K11X;143214;235897;76638
K11X;143281;84422;18538
K11X;143294;84422;18536
K11X;143306;83767;17443
K11X;143318;84048;18129
K11X;143330;83231;16998
K11X;143342;83231;16995
K11X;143354;85083;18905
K11X;143366;229863;17114
K11X;143378;83229;16993
K11X;143390;83229;16992
K11X;143402;83229;16997
K11X;143418;239273;79291
K11X;143514;85042;18878
K11X;143526;87901;20951
K11X;143538;258494;94335
K11X;143550;84096;18163
K11X;143562;84096;18164
K11X;143574;87700;20892
K11X;143586;84049;18131
K11X;143598;348176;165962
K11X;143631;243025;18757
K11X;143663;84057;18136
K11X;143677;84703;18788
K11X;143689;86143;19804
K11X;143701;83301;17074
K11X;143713;84022;18108
K11X;143737;315139;138863
K11X;143761;297540;124211
K11X;143773;83344;17108
K11X;143836;83383;17132
K11X;143848;295755;122809
K11X;143860;426305;182501
K11X;143872;217949;63602
K11X;143896;274816;107042
K11X;143908;275185;107228
K11X;143920;84650;18753
K11X;143932;287798;116740
K11X;143947;229863;73899
K11X;144270;85042;18877
K11X;144307;84685;18783
K11X;144319;83372;17125
K11X;144334;85025;18873
K11X;144365;84963;18853
K11X;144381;302661;128482
K11X;144400;265819;100230
K11X;144427;242142;81361
K11X;144439;84086;18153
K11X;144451;84087;18154
K11X;144484;296135;123108
K11X;144531;360457;158744
K11X;144552;85040;18876
K11X;144564;83325;17094
K11X;144576;84438;18551
K11X;144601;84030;18115
K11X;144632;270378;103526
K11X;144640;87901;20952
K11X;144679;197527;47939
K11X;144691;169016;27265
K11X;144703;174613;31969
K11X;144715;175894;32739
K11X;144727;175893;32738
K11X;144739;84677;18773
K11X;144751;83292;17077
K11X;144763;84094;18162
K11X;144799;84426;18542
K11X;144811;84426;18543
K11X;144823;84682;18779
K11X;144835;84682;18780
K11X;144847;84606;18730
K11X;144859;84606;18731
K11X;144871;83244;17019
K11X;144883;83245;17110
K11X;144899;190794;43328
K11X;144911;190794;43327
K11X;144923;200441;50468
K11X;144935;197523;47929
K11X;144947;197523;47926
K11X;144959;196637;47442
K11X;144971;196637;47441
K11X;144993;192229;44196
K11X;145034;285072;114545
K11X;145065;223114;67429
K11X;145078;190795;43329
K11X;145090;204433;53423
K11X;145102;184076;38772
K11X;145114;199619;49838
K11X;145126;189542;42539
K11X;145138;192231;44197
K11X;145150;192883;44446
K11X;145166;203335;52452
K11X;145179;203335;52455
K11X;145198;199613;49832
K11X;145219;84044;18126
K11X;145250;84702;18787
K11X;145262;84657;18771
K11X;145274;84657;18759
K11X;145287;84425;18540
K11X;145299;84425;18541
K11X;145311;347037;165306
K11X;145323;295753;122808
K11X;145335;84084;18151
K11X;145348;84662;18764
K11X;145360;85020;18867
K11X;145384;83312;17086
K11X;145408;85186;18975
K11X;145435;85768;19657
K11X;145459;84041;18123
K11X;145471;85022;18870
K11X;145483;83292;17067
K11X;145495;84437;18550
K11X;145507;84441;18554
K11X;150073;83242;17018
K11X;150086;83242;17020
K11X;150098;83322;17092
K11X;150111;83537;17241
K11X;150123;84025;18112
K11X;150136;84081;18150
K11X;150149;84012;18102
K11X;150161;84012;18104
K11X;150251;84088;18155
K11X;150263;84088;18157
K11X;150276;86143;33660
K11X;150288;84111;18167
K11X;150301;83307;17082
K11X;150326;84091;18160
K11X;150339;84091;18159
K11X;150351;84705;18789
K11X;150368;83376;17130
K11X;160014;83241;17013
K11X;160072;83241;17017
K11X;160084;253109;90352
K11X;160108;175396;32417
K11X;160120;263172;98081
K11X;160132;264462;99075
K11X;160144;262282;97369
K11X;160156;262282;97371
K11X;160253;85907;19753
K11X;160267;84659;18761
K11X;160279;84658;18760
K11X;160291;85780;19658
K11X;160303;85782;19659
K11X;160315;84967;18856
K11X;160327;84434;18548
K11X;160340;83341;18756
K11X;160352;83341;18758
K11X;160364;87700;20893
K11X;170015;232013;73901
K11X;170074;84085;18152
K11X;170086;84016;18105
K11X;170098;43653;18752
K11X;170110;74762;18565
K11X;170123;74762;18566
K11X;170159;83338;17103
K11X;170173;83385;17133
K11X;170187;84966;18855
K11X;170201;84465;18573
K11X;170229;256745;93094
K11X;170241;213533;21093
K11X;170253;314744;21063
K11X;170265;85023;18872
K11X;170279;83362;17122
K11X;170340;83286;17062
K11X;170352;83342;17107
K11X;170364;85043;18879
K11X;170377;83351;17118
K11X;170389;83353;17116
K11X;170401;387182;181501
K11X;170415;83678;17363
K11X;170427;83287;17065
K11X;170439;83287;17063
K11X;170452;84651;18754
K11X;170464;83337;18871
K11X;170476;83327;17096
K11X;170489;83303;17078
K11X;200014;84433;18547
K11X;200072;57359;18146
K11X;200084;235890;76639
K11X;200096;83316;17090
K11X;200108;83305;17080
K11X;200120;83326;17095
K11X;200133;84455;18564
K11X;200148;83264;17043
K11X;200166;83264;17042
K11X;200181;83245;17022
K11X;200195;83244;17021
K11X;200211;84672;18770
K11X;200224;85028;18875
K11X;200237;267035;101156
K11X;200249;84678;18774
K11X;200262;84678;18775
K11X;200274;84678;18776
K11X;200287;84678;18777
K11X;200300;84666;18766
K11X;200312;310028;134587
K11X;200325;85027;18874
K11X;200337;83235;17007
K11X;200353;83235;17000
K11X;200413;232116;74078
K11X;200426;84449;18560
K11X;200438;84449;18562
K11X;200451;84018;18107
K11X;200464;84010;18101
K11X;200476;84051;18132
K11X;200489;84051;18133
K11X;200501;85062;18897
K11X;200527;83364;17121
K11X;200539;83311;18156
K11X;200552;83311;17085
K11X;200568;232012;73902
K11X;200580;87870;20937
K11X;200592;87870;20936
K11X;200604;83332;17100
K11X;200628;85064;18899
K11X;200640;256427;92693
K11X;210071;83267;17048
K11X;210083;254280;18552
K11X;210095;83274;17056
K11X;210107;83274;17052
K11X;210119;83290;17066
K11X;210131;83290;17068
K11X;210143;83392;17138
K11X;210155;339636;159156
K11X;210179;83348;17113
K11X;210191;84059;18138
K11X;210203;83250;17035
K11X;210215;83250;17033
K11X;210279;237188;77659
K11X;210291;83299;17072
K11X;210303;84653;18755
K11X;210315;84457;18567
K11X;210351;84074;18143
K11X;210363;83396;17141
K11X;210375;83463;17163
K11X;210387;83254;19752
K11X;210399;83254;17030
K11X;210411;83247;17023
K11X;210424;83294;17069
K11X;220070;83314;17088
K11X;220083;83368;17123
K11X;220095;83278;17055
K11X;220108;83370;17124
K11X;220120;83308;17083
K11X;220133;83358;17119
K11X;220145;84023;18109
K11X;220158;342951;18114
K11X;220170;83310;17084
K11X;220183;83334;17101
K11X;220195;83221;16986
K11X;220207;83221;16977
K11X;220220;83221;16982
K11X;220232;83354;17115
K11X;220308;84968;18857
K11X;220333;84675;18772
K11X;220345;84090;18158
K11X;220357;84093;18161
K11X;220370;83381;17131
K11X;223082;83381;17136
K11X;223095;83391;17137
K11X;220407;83276;17057
K11X;220420;83276;17054
K11X;220432;83276;17053
K11X;220445;83320;17091
L73X;120487;183123;38041
L73X;120511;184355;38947
L73X;120523;183172;38078
L73X;120535;183172;38079
L73X;120547;183247;38146
L73X;120559;183247;38147
L73X;120583;226838;70229
L73X;120596;183241;38134
L73X;120614;242281;81990
L73X;120825;222182;66820
L73X;120837;184423;67626
L73X;120849;184423;67627
L73X;120862;190282;43023
L73X;120899;190282;43025
L73X;120937;216560;62467
L73X;120949;216560;62468
L73X;120961;204878;53740
L73X;120974;221126;65846
L73X;121049;339420;158931
L73X;121093;212861;129252
L73X;121150;182814;37823
L73X;121175;267501;101500
L73X;121187;253652;91497
L73X;121200;253652;90893
L73X;121212;265818;100229
L73X;121225;279076;110232
L73X;121237;252974;90235
L73X;121250;255125;91844
L73X;121262;255393;92034
L73X;121273;219332;64530
L73X;130072;183165;38075
L73X;130097;226972;70320
L73X;130110;226972;70319
L73X;130147;253649;90886
L73X;130159;258699;94521
L73X;130184;239246;79289
L73X;130221;239246;79283
L73X;130259;221090;65794
L73X;130271;222347;67422
L73X;130284;226974;70318
L73X;130296;222881;67252
L73X;130308;222178;66822
L73X;130321;222179;66821
L73X;130333;219355;64553
L73X;130346;219355;64552
L73X;130370;233685;75143
L73X;130384;193587;44800
